outcome,area,country,source_country_name,region,year,observed,expected_median,expected_lower,expected_upper,model_source,excess_median,excess_lower,excess_upper,signed_deviation,observed_expected_ratio,log_observed_expected_ratio
maternal_deaths,10,Austria,Austria,European Region,2020,4.63,5.59495820159,4.29688976445,6.41049074199,ensemble_top4,0,0,0.333110235553,-0.964958201589,0.827530757725,-0.189309002966
maternal_deaths,10,Austria,Austria,European Region,2021,5.09,5.43822989022,3.83577433741,6.63015461454,ensemble_top4,0,0,1.25422566259,-0.348229890218,0.935966316752,-0.0661757895277
maternal_deaths,10,Austria,Austria,European Region,2022,6.12,5.18534045705,3.35820984619,6.88253178667,ensemble_top4,0.934659542954,0,2.76179015381,0.934659542954,1.18025037135,0.16572659508
maternal_deaths,10,Austria,Austria,European Region,2023,4.7,4.84491760762,2.91926359741,7.18429377562,ensemble_top4,0,0,1.78073640259,-0.144917607617,0.970088736413,-0.0303677308304
maternal_deaths,11,Azerbaijan,Azerbaijan,European Region,2020,30.16,31.0275039411,22.373733728,40.0080279307,ensemble_top4,0,0,7.78626627202,-0.867503941083,0.972040807964,-0.0283574919008
maternal_deaths,11,Azerbaijan,Azerbaijan,European Region,2021,74.28,29.4276103577,20.6354269334,38.4554031559,ensemble_top4,44.8523896423,35.8245968441,53.6445730666,44.8523896423,2.52416010328,0.92590837503
maternal_deaths,11,Azerbaijan,Azerbaijan,European Region,2022,41.05,27.898058779,18.5238348325,37.1831678395,ensemble_top4,13.151941221,3.86683216052,22.5261651675,13.151941221,1.47142854365,0.386233727304
maternal_deaths,11,Azerbaijan,Azerbaijan,European Region,2023,22.39,26.3922575902,17.4366942899,35.7081382782,ensemble_top4,0,0,4.95330571013,-4.00225759018,0.848354860265,-0.16445626343
maternal_deaths,12,Bahamas,Bahamas,Region of the Americas,2020,3.71,3.48118832512,2.68968954365,4.1144030034,ensemble_top4,0.22881167488,0,1.02031045635,0.22881167488,1.06572803695,0.0636581683858
maternal_deaths,12,Bahamas,Bahamas,Region of the Americas,2021,7.61,3.45399948841,2.54395957277,4.17366719231,ensemble_top4,4.15600051159,3.43633280769,5.06604042723,4.15600051159,2.20324294359,0.789930340265
maternal_deaths,12,Bahamas,Bahamas,Region of the Americas,2022,3.48,3.45577188432,2.37815263116,4.21346231467,ensemble_top4,0.0242281156825,0,1.10184736884,0.0242281156825,1.0070109129,0.0069864507182
maternal_deaths,12,Bahamas,Bahamas,Region of the Americas,2023,3.29,3.45120824419,2.19638007337,4.28688309484,ensemble_top4,0,0,1.09361992663,-0.161208244193,0.953289331508,-0.0478368206629
maternal_deaths,13,Bahrain,Bahrain,Eastern Mediterranean,2020,1.32,3.36229251786,3.07787382167,3.66088973795,ensemble_top4,0,0,0,-2.04229251786,0.392589280376,-0.934991301699
maternal_deaths,13,Bahrain,Bahrain,Eastern Mediterranean,2021,1.87,3.36408879801,3.02630618747,3.70754428694,ensemble_top4,0,0,0,-1.49408879801,0.555871177094,-0.587218707452
maternal_deaths,13,Bahrain,Bahrain,Eastern Mediterranean,2022,1.01,3.36646782176,2.9281728256,3.75902425411,ensemble_top4,0,0,0,-2.35646782176,0.3000177199,-1.20391373974
maternal_deaths,13,Bahrain,Bahrain,Eastern Mediterranean,2023,3.28,3.36981282276,2.80177670384,3.81087947151,ensemble_top4,0,0,0.478223296162,-0.0898128227601,0.973347830433,-0.027013778218
maternal_deaths,14,Bangladesh,Bangladesh,Southeast Asia Region,2020,5123,4972.49080106,4476.8073143,5358.12298974,ensemble_top4,150.509198937,0,646.192685699,150.509198937,1.03026837152,0.029819323175
maternal_deaths,14,Bangladesh,Bangladesh,Southeast Asia Region,2021,6636,4745.85667373,4176.38013425,5176.49240529,ensemble_top4,1890.14332627,1459.50759471,2459.61986575,1890.14332627,1.39827231546,0.335237414154
maternal_deaths,14,Bangladesh,Bangladesh,Southeast Asia Region,2022,4550,4553.31529444,3916.25858721,5002.06443462,ensemble_top4,0,0,633.741412792,-3.31529444086,0.999271894383,-0.000728370814412
maternal_deaths,14,Bangladesh,Bangladesh,Southeast Asia Region,2023,4017,4388.13593362,3678.35066611,4861.94072111,ensemble_top4,0,0,338.649333894,-371.135933622,0.915422872209,-0.0883691650478
maternal_deaths,15,Barbados,Barbados,Region of the Americas,2020,1.23,1.11865851847,0.994342910514,1.24094291097,ensemble_top4,0.111341481529,0,0.235657089486,0.111341481529,1.09953125077,0.0948839533198
maternal_deaths,15,Barbados,Barbados,Region of the Americas,2021,1.23,1.09238085149,0.948674651851,1.22353480375,ensemble_top4,0.137619148508,0.0064651962509,0.281325348149,0.137619148508,1.12598092352,0.118654587764
maternal_deaths,15,Barbados,Barbados,Region of the Americas,2022,1.2,1.06490587763,0.889491065498,1.20658763207,ensemble_top4,0.135094122374,0,0.310508934502,0.135094122374,1.12686015282,0.119435139354
maternal_deaths,15,Barbados,Barbados,Region of the Americas,2023,1.1,1.04005153999,0.825035278514,1.20312324308,ensemble_top4,0.0599484600081,0,0.274964721486,0.0599484600081,1.05763989351,0.0560399101945
maternal_deaths,16,Belarus,Belarus,European Region,2020,1.41,1.07791033962,0.846585639054,1.30570888122,ranked_top1_fallback,0.332089660381,0.10429111878,0.563414360946,0.332089660381,1.30808653389,0.268565408258
maternal_deaths,16,Belarus,Belarus,European Region,2021,1.46,1.02736549343,0.793548752436,1.25439170766,ranked_top1_fallback,0.432634506573,0.205608292339,0.666451247564,0.432634506573,1.42111060702,0.351438683542
